1545195086,2.1275
1545195686,2.0844
1545196286,2.1502
1545196886,2.1375
1545197486,2.0353
1545198086,2.0815
1545198686,2.041
1545199286,2.0105
1545199886,2.1412
1545200486,2.0902
1545201086,2.0676
1545201686,2.1169000000000002
1545202286,2.085
1545202886,2.0797
1545203486,2.0873
1545204086,2.0278
1545204686,2.0395
1545205286,2.1596
1545205886,2.0421
1545206486,2.0235
1545207086,2.1254
1545207686,2.1176
1545208286,2.0395
1545208886,2.1226
1545209486,2.107
1545210086,2.1001
1545210686,2.1168
1545211286,2.1445
1545211886,2.0726
1545212486,2.1501
1545213086,2.0361
1545213686,2.0064
1545214286,2.1342
1545214886,2.0433
1545215486,2.0998
1545216086,2.1353
1545216686,2.1443
1545217286,2.1461
1545217886,2.0758
1545218486,2.1339
1545219086,2.1099
1545219686,2.0701
1545220286,2.0095
1545220886,2.0159
1545221486,2.1536
1545222086,2.0325
1545222686,2.1531000000000002
1545223286,2.0013
