1545195932,8.5031
1545196532,8.5767
1545197132,8.5286
1545197732,8.5519
1545198332,8.5898
1545198932,8.5408
1545199532,8.5837
1545200132,8.5326
1545200732,8.6009
1545201332,8.5719
1545201932,8.606
1545202532,8.6196
1545203132,8.6699
1545203732,8.5095
1545204332,8.6184
1545204932,8.6581
1545205532,8.6883
1545206132,8.5513
1545206732,8.6802
1545207332,8.6034
1545207932,8.5517
1545208532,8.6991
1545209132,8.6221
1545209732,8.5092
1545210332,8.59
1545210932,8.5348
1545211532,8.6994
1545212132,8.5059
1545212732,8.5459
1545213332,8.676
1545213932,8.5284
1545214532,8.5663
1545215132,8.5875
1545215732,8.5729
1545216332,8.567
1545216932,8.6916
1545217532,8.6538
1545218132,8.533
1545218732,8.6148
1545219332,8.5824
1545219932,8.5616
1545220532,8.6972
1545221132,8.6026
1545221732,8.5983
1545222332,8.5521
1545222932,8.6533
1545223532,8.5608
1545224132,8.6887
