1545191984,6.1218
1545192584,5.9813
1545193184,6.0879
1545193784,6.1497
1545194384,6.2007
1545194984,6.0941
1545195584,6.274800000000001
1545196184,6.232600000000001
1545196784,6.028700000000001
1545197384,5.9392000000000005
1545197984,6.2348
1545198584,6.254300000000001
1545199184,5.936
1545199784,6.169700000000001
1545200384,6.001
1545200984,5.9506000000000006
1545201584,6.1202000000000005
1545202184,6.2654000000000005
1545202784,5.936
1545203384,5.9378
1545203984,5.988
1545204584,6.1858
1545205184,6.2121
1545205784,6.2542
1545206384,6.2780000000000005
1545206984,6.2344
1545207584,6.168500000000001
1545208184,6.270700000000001
1545208784,6.2043
1545209384,5.9785
1545209984,6.2639000000000005
1545210584,5.9394
1545211184,6.221100000000001
1545211784,5.9548000000000005
1545212384,6.2481
1545212984,5.9129000000000005
1545213584,5.9569
1545214184,6.275
1545214784,5.974200000000001
1545215384,6.2254000000000005
1545215984,5.9762
1545216584,5.9343
1545217184,6.0648
1545217784,6.113300000000001
1545218384,5.964
1545218984,6.0449
1545219584,6.078600000000001
1545220184,6.1488000000000005
