1545195205,8.7583
1545195805,8.815299999999999
1545196405,8.7027
1545197005,8.7407
1545197605,8.6983
1545198205,8.748899999999999
1545198805,8.7907
1545199405,8.631499999999999
1545200005,8.6134
1545200605,8.657399999999999
1545201205,8.7471
1545201805,8.7963
1545202405,8.7961
1545203005,8.601799999999999
1545203605,8.731
1545204205,8.731
1545204805,8.755099999999999
1545205405,8.7659
1545206005,8.6297
1545206605,8.6612
1545207205,8.815
1545207805,8.6772
1545208405,8.6181
1545209005,8.689499999999999
1545209605,8.7488
1545210205,8.6754
1545210805,8.6115
1545211405,8.7921
1545212005,8.6637
1545212605,8.706199999999999
1545213205,8.6685
1545213805,8.8249
1545214405,8.7636
1545215005,8.8085
1545215605,8.6469
1545216205,8.6391
1545216805,8.607999999999999
1545217405,8.7029
1545218005,8.6073
1545218605,8.8134
1545219205,8.6272
1545219805,8.8225
1545220405,8.6808
1545221005,8.7797
1545221605,8.713799999999999
1545222205,8.7241
1545222805,8.7198
1545223405,8.68
