1545193277,6.0359
1545193877,5.9474
1545194477,5.8246
1545195077,5.8613
1545195677,5.8121
1545196277,5.8694
1545196877,5.8862
1545197477,5.8857
1545198077,5.9571
1545198677,6.0796
1545199277,5.913
1545199877,6.027299999999999
1545200477,5.9662
1545201077,6.0484
1545201677,5.9825
1545202277,5.9387
1545202877,5.8508
1545203477,6.0267
1545204077,5.9872
1545204677,6.0228
1545205277,5.9942
1545205877,5.8331
1545206477,5.9134
1545207077,6.0438
1545207677,6.0434
1545208277,5.882099999999999
1545208877,6.041399999999999
1545209477,5.9382
1545210077,5.8502
1545210677,5.8099
1545211277,6.0842
1545211877,5.87
1545212477,5.9392
1545213077,6.0908
1545213677,5.9742
1545214277,5.8712
1545214877,6.0876
1545215477,6.0249999999999995
1545216077,5.930899999999999
1545216677,5.9086
1545217277,5.854299999999999
1545217877,5.8206
1545218477,6.0191
1545219077,5.9775
1545219677,5.9091
1545220277,5.8934999999999995
1545220877,5.8466
1545221477,5.9075
